fund_id,company,document_type,categories,text
LU2102404469,Visa,news,"Greenhouse gas emissions, Non-renewable energy consumption and production, Carbon footprint",visa bringing bitcoin pollution everywhere want visa everywhere credit debit card offering accepted million merchant around globe used million people make daily purchase world largest payment processor also exploring new way customer business use bitcoin visa everywhere credit debit card offering accepted million merchant around globe used million people make daily purchase world largest payment processor also exploring new way customer business use bitcoin support bitcoin contradicts company stated commitment sustainability reducing climate warming emission bitcoin electricity hog often powered dirty energy bitcoin operation could become even worse due adoption driven visa new service visa extensive expertise cryptocurrencies company putting resource work cleaning bitcoins pollution climate impact despite making strong corporate climate action pledge helping grow bitcoins pollution currently bitcoin primarily speculative investment people bet whether price go support visa large financial service company could change visa making easier people buy trade spend bitcoin vital cryptocurrencies growth actual use transaction visa collaborating crypto exchange let people buy morning cup coffee weekly grocery using bitcoin example people u store bitcoin coinbase wallet spend merchant visa vast network thanks card issued partnership coinbase widespread use greater demand mean higher bitcoin price historically contributed bitcoins enormous energy consumption greenhouse gas ghg emission here price bitcoin high incentive miner employ computing power electricity digital guessing game win new bitcoin fee much bitcoins electricity use generated fossil fuel globally according estimate cambridge university researcher dirty coal largest single source bitcoin miner using energy also put demand oftenstrained electrical grid us energy could directed towards socially necessary us including rapid expansion electrification needed address climate crisis putting dirty bitcoin wallet visa one several large financial service company leading mainstream adoption bitcoin cryptocurrencies visa multiple cryptolinked credit debit card enable customer spend earn reward bitcoin one card offered partnership coinbase largest crypto exchange united state coinbase card automatically convert bitcoin cryptocurrencies u dollar point sale retailer visa network customer also earn reward point bitcoin visa also partnered cryptocom another large crypto exchange company support prepaid card customer load bitcoin join bitcoin reward debit card like one offered fold collaboration visa reportedly rewarded million bitcoin since launching concerningly visa also expanding crypto offering around world despite mounting evidence bitcoins climate impact company recently launched debit card collaboration eu crypto exchange lama allows customer spend bitcoin visa created longterm strategic partnership wirex crypto platform exchange company expand united kingdom asiapacific offering crypto debit prepaid card partnership crypto company product enable using bitcoin created growing business visa first quarter visa reported customer made billion worth purchase visa crypto card company said network crypto wallet partner grew early including coinbase circle blockfi almost million merchant accept crypto including bitcoin visa network february visa leader denied reuters report claiming company pausing new crypto partnership service reaffirmed company still moving forward crypto sector visa also help company adopt cryptocurrencies bitcoin largest market cap cryptocurrency certainly includes bitcoin visa digital currency innovation hub assist client understanding cryptocurrencies creating new business opportunity product visa crypto consulting advisory service help client like financial institution retailer navigate complex changing cryptocurrency landscape hub also publishes public educational material crypto blockchain technology bitcoin reveals visa climate hypocrisy visa committed reaching net zero line goal set paris climate agreement accomplish visa set science based emission reduction target meet c pathway many see necessary avoiding worst climate catastrophe visa also say company embeds sustainability partnership initiative principle company appear applying bitcoinrelated partnership visa also offer product increase public awareness climate change co calculator customer track emission purchase yet visa done anything account emission bitcoin transaction even though researcher find bitcoin transaction much larger carbon footprint transaction using u dollar traditional governmentissued currency visa need work cleaning bitcoin stop growing bitcoinrelated service publicly acknowledging bitcoins climate problem first step opportunity visa lead financial service sector climate change sustainability technological innovation need company like visa send powerful message bitcoin adopter technology need innovate align climate goal cryptocurrencies operate using cleaner technology support creativity company like visa futureproof bitcoin warming world
LU2102404469,Microsoft,news,"Greenhouse gas emissions, Renewable energy",microsoft microsofts dirty supply chain holding back climate ambition verge reviewed dozen emission report microsofts supplier found power entire operation fossil fuel early microsofts ceo satya nadella hopped relatively small stage announce big news world tech giant determined reach carbon negativity removing even carbon emits decade cutting emission direct operation also across whole supply chain yet last part set gargantuan challenge following year one microsofts electronics supplier taiwanbased company called chicony electronics opened new factory thailand expanded plant china upgraded facility production grew sort snowball effect buy thing hire service footprint expanded fact new service chicony reported percent increase emission end year total co emission gone roof hitting almost percent increase previous year chicony one several case microsofts supplier necessarily aligned tech giant climate target two year setting carbon negativity goal microsoft struggled limit supplier use fossil fuel become word company sustainability report ultimate decarbonization challenge verge reviewed emission inventory selected random microsofts list top supplier using voluntarily submitted data nonprofit disclosure system cdp microsofts supplier making progress cleaning carbon footprint actually increased emission since company announced big climate ambition new good service chicony electronics increased emission percent report cdp state due expansion thailand china sebastin rodrguez supplier even single contract power factory electricity renewable source mean electricity consumption main source emission coming fossil fuel verge analyzed small sample compared microsofts thousand supplier data gathered show many havent necessarily complied tech giant netnegative target case analyzed microsofts top supplier reported rise emission ended reflecting tech giant emission report microsofts supply chain emission grew percent reach metric ton co amount similar country panama entire footprint emission continued grow slower rate still controlling supply chain emission exclusively microsofts challenge big tech company highly reliant fossil fuel across product life cycle supply chain according report greenpeace top ranked consumer electronics brand apple made significant progress cleaning supply chain report said company achieved supporting supplier reaching percent renewable energy adding close gw new power across supply chain microsoft even made progress reducing emission direct activity company one three big tech company analyzed greenpeace alongside apple google managed go percent renewable direct operation however emission tiny less percent total footprint compared supply chain footprint like tech giant microsoft struggled said reena skribbe climate policy analyst thinktank newclimate institute remains unclear microsoft plan reduce supply chain emission said sector like transportation fossil fuel industry direct impact global emission big tech footprint important sheer size said glen dowell senior director mba program cornell university corporate responsibility researcher increasingly daily life interfacing company theyre trying get share time every second use accounted energy dowel said interview verge absolutely possible reduce tech supply chain emission line degree celsius pathway wont happen unless tech giant like microsoft target percent renewable energy across supply chain said greanpeaces east asia global tech project lead xueying wu referring global temperature rise limit imposed paris agreement verge contacted microsoft comment company declined respond dirty chain microsofts value chain messy complicated divided five general stage sourcing raw material basically mining processing mineral turning component part assembling component last stage microsofts finished product laptop tablet gaming console directly buy emission calculation also take account energy consume using product disposal microsoft factory different country whole process involves ten thousand supplier million customer using product according company report result despite company effort emission go supplier dont cooperate often dont fourteen microsofts top supplier reviewed verge reported increase emission several cited covid pandemic major disruptor hynix south korean semiconductor manufacturer stated increased use computer laptop smart device caused covid increased demand dram nand chip resulting increased greenhouse gas emission company reported gross sale billion percent rise previous year time emission increased percent reply verge hynix said increased renewable energy portfolio particularly china managed lower direct emission operation figure still thirdparty verification account full life cycle product large supplier also said pandemic led rise emission intel world secondlargest chipmaker reported percent emission increase previous year mainly due getting sale reply verge company said emission direct operation decreased percent following year part due using larger amount renewables power plant qualcomm world thirdlargest chipmaker reported percent increase saying created new facility increased emission least two occasion supplier one single renewable energy purchase mean electricity fuel consumption came fossil fuel taiwanese battery manufacturer dynapack reported zero renewable consumption even though company aiming achieve percent end decade also case taiwanese manufacturing supplier avc consumed energy fossil fuel dynapack want hit percent renewable energy currently percent renewable energy consumption according cdp report supplier claim use renewable energy operation werent really using much south korea hynix taiwan chicony reported percent energy came renewables hynix claim increased renewable energy portfolio percent data yet publicly available due published july many case however accessing renewables easy many country enough clean energy supply large operation avc example stated report factory southern china access renewable electricity yet microsoft made effort offset issue adding renewables several country national grid ireland company added mw onshore wind solar equivalent percent country target renewable electricity produced private corporation still company request supplier contrast nine microsofts supplier reviewed verge reported progress lowering emission case achieved buying electricity different place avx japaneseus microprocessor manufacturer noted last year adopted new solar power source increased purchase green power u europe taiwanese manufacturer avc consumed mwh energy home u year fossil fuel according cdp report case reviewed supplier reported biggest source emission came electricity consumption use fuel facility two common source oil gas verge contacted supplier mentioned story received response intel hynix getting strict microsofts strategy toward net zero ambitious beyond reaching net zero company want suck carbon atmosphere emits every year expert consulted verge say would require stricter effort part address direct emission company purchased gw lowcarbon energy also made significant gamble carbon removal microsoft already remove million metric ton co emission carbon offset longterm ambition five time greater aiming remove million metric ton carbon co absorbed costa ricas forest every year short term microsofts carbon removal come forestry project according offset report type project gained criticism recently adding new emission reduction time catching fire microsoft say report generates concern long project last without degraded long term tech giant bet even complex riskier microsoft signed year deal swiss company climeorks build machine suck carbon air store basalt rock method company claim already achieving result technology however unproven scale un recently discouraged use offset emission direct emission straightforward solution microsofts approach toward supply chain emission less clear expert consulted verge said tech sector particularly global supply chain cornell dowell explained make difficult even trace part microsoft cant directly control supplier operate company enforce tighter regulation said wu greenpeace skribbe newclimate institute agreed july microsoft updated supplier code conduct require supplier cut carbon emission percent step right direction detail still uncertain srkibbe said one example remains unclear whether supplier rely carbon offset achieve target instead directly replacing fossil fuel renewables said microsoft require supplier achieve percent renewable energy support transition wu said big tech company similarly complex chain found effective way help supplier decarbonize wu said apple example created incentive supplier percent renewable energy target mobilized use clean energy product still company code conduct explicitly require reach percent renewable energy microsoft built new renewable energy several country national grid similar program incentive supplier major global player microsoft unique position allows significantly increase pressure supplier reduce emission responsibility microsoft show serious reducing emission skribbe said company much market power cannot influence climate ambition supplier dont know could added
LU2102404469,Air Liquide,news,Pollution,air district settle case air liquide air district announced today air liquide large industry u lp agreed pay settle violation occurred hydrogen plant san francisco oil refinery rodeo thursday alert learn air quality widget settlement cover seven notice violation issued company noncompliance air quality regulation operation occurred various type violation addressed settlement include isolated relatively minor emissionrelated violation emission excess persisted initial effort repair use continuous emission monitoring system properly certified minor administrative violation violation led settlement corrected air district issue notice violation facility violate specific air quality regulation rule violator generally required respond notice within day submit description action take correct problem action include shutting certain operation immediately changing operation equipment come compliance settlement fund used fund air district activity inspection enforcement activity led settlement
LU2102404469,Nvidia,news,Corruption and bribery,nvidia sued author ai use copyrighted work march reuters nvidia nvdao open new tab whose chip power artificial intelligence sued three author said used copyrighted book without permission train nemo open new tab ai platform brian keene abdi nazemian stewart onan said work part dataset book helped train nemo simulate ordinary written language taken october due reported copyright infringement proposed class action filed friday night san francisco federal court author said takedown reflects nvidias admitted trained nemo dataset thereby infringed copyright seeking unspecified damage people united state whose copyrighted work helped train nemos socalled large language model last three year among work covered lawsuit keenes novel ghost walk nazemians novel like love story onans novella last night lobster lawsuit drag nvidia growing body litigation writer well new york time generative ai creates new content based input text image sound nvidia tout nemo fast affordable way adopt generative ai company sued technology included openai created ai platform chatgpt partner microsoft msfto open new tab ai rise made nvidia favorite investor santa clara californiabased chipmakers stock price risen almost since end giving nvidia market value nearly trillion case nazemian et al v nvidia corp u district court northern district california
LU2102404469,AstraZeneca PLC,news,"Pollution,Waste,Human Rights",sierra club join lawsuit state richmond toxic waste site part long struggle prevent housing developed top toxic waste site earlier august sierra club community environmental justice group filed suit two state agency proposed development project south richmond plan residential unit mixeduse development constructed top heavily contaminated site astrazenecas former chemical manufacturing plant toxic contamination come stauffer chemical company occupation site stauffer primarily manufactured sulfuric acid site roasting pyrite ore decade company dumped iron pyrite cinder marsh nearby additional toxic release resulted stauffers later manufacturing fertilizer herbicide pesticide richmond community sought highest cleanup level nearly twenty year due many proposal development early plan cleanup drafted astrazeneca approved water board lead agency time partial cleanup plan called ground floor parking installation large fan disperse volatile organic compound vocs would seep underlying soil included restriction like preventing child playing soil allowing kind edible gardening prohibition land use hospital school community facility public outcry inadequate cleanup plan led lead agency transferred state department toxic substance control dtsc subagency california environmental protection agency calepa community advisory group local volunteer established discus department cleanup effort following serpentine path shell company remediation plan ever since recent cleanup plan approved dtsc ignores recent state california guidance sea level rise calepas protocol risk vocs plan call removal two percent yard contaminated soil installation concrete cap insitu chemical remediation site open side bottom say faris jessa richmond shoreline alliance concrete cap wont prevent toxics moving inland sea level rise dont want carcinogenic toxic soup coming home beginning july dtsc approved prospective purchaser agreement site new owner hrp campus bay property llc without adequate environmental review response sierra club many community partner jointly filed lawsuit dtsc calepa contending failed consider current information sea level rise health risk posed toxic chemical remaining site therefore violated california environmental quality act ceqa dtsc done richmond travesty say nearby resident lana bold mother toxic housing math one copetitioners confidence partial cleanup approved adequately protect family neighbor future resident past two decade selected cleanup plan remained largely unchanged focusing concrete cap mean protection despite fact information continues come light many way toxin site could bleed community meanwhile land use restriction community facility remain begs question people would allowed live somewhere thats considered unsafe many function building housing contaminated site would environmental injustice say director virginia reinhart richmond need affordable housing dont want put community already overburdened pollution harm way responsible agency hasnt analyzed risk factor developer committed building residence site project must include rigorous cleanup available rather dtsc approved
LU2102404469,Eli Lilly and Co,news,Chemical,exclusive u fda find new manufacturing lapse eli lilly plant washington jan reuters u inspector recently uncovered new manufacturing problem eli lilly llyn open new tab plant scrutiny federal investigator according government record obtained reuters u food drug administration inspection july lillys branchburg new jersey plant detected eight separate deficiency included problem tracking manufacturing process quality control well lapse calibration equipment failure properly maintain facility equipment inspection report show inspection report reuters obtained freedom information act request partially redacted remove name product affected lilly said statement reuters company asked fda allow additional flexibility manufacture migraine treatment emgality different production line needed future fda inspector visit plant followed request resulted observation case either addressed inspection already progress program improvement lilly said importantly situation affect quality safety supply current planned lilly product marketplace drugmaker said product made facility impacted inspection fda declined comment drug produced plant include widely used diabetes medicine trulicity well cancer treatment erbitux cyramza lilly become world valuable healthcare company market capitalization share rose last year surging demand mounjaro diabetes drug also powerful obesity treatment drug approved weight loss brand name zepbound u late last year lilly said statement tirzepatide active ingredient mounjaro zepbound manufactured branchburg plant yet indianapolisbased drugmaker cited multiple time manufacturing problem u plant last year reuters reported branchburg facility subject u department justice probe following separate reuters story detailed allegation poor manufacturing practice data falsification lilly justice department declined comment status inquiry concerning problem three regulatory expert reviewed new inspection report described recent lapse serious like whackamole plant company seems address one set problem serious concern keep popping said steven lynn former head fda office manufacturing product quality report described inadequate protection electronic record detailing manufacturing process could leave company open potential data manipulation inspector also cited inadequate training staff testing sample drug example missing sample meant show stability medicine release company failed address missing sample timely manner report noted one particularly concerning finding suggested neglect equipment facility overall said one expert government official knowledge manufacturing issue instance inspector noted discoloration container used purify active ingredient drug could lead contamination said expert want named authorized speak medium former fda official lynn agreed problem concerning especially issue electronic tracking system meant ensure test result lab activity cant changed someone three expert interviewed reuters said fda could categorize lapse serious official action indicated responds inspector finding fda declined comment timing response however ultimate rating inspection could less severe company already taking robust corrective preventive action ensure quality drug made facility lynn said late last year lilly former employee agreed settle lawsuit worker claimed terminated pointing poor manufacturing practice data falsification according court filing lilly denied allegation
LU2102404469,The Procter & Gamble Company,news,"Biodiversity/Nature Capital,Human Rights,Raw materials consumption,Pollution",procter gamble must stop destruction forest around world environmental group urge pg shareholder stop harming people planet palm pulp supply chain environmental group sent letter thursday calling shareholder procter gamble pg minimize company impact canadian boreal forest tropical rainforest indonesia malaysia letter delivered nearly year majority shareholder voted favor green century capital management resolution called procter gamble increase effort mitigate deforestation forest degradation supply chain since company failed make adequate commitment reduce negative impact intact forest instead pg increased volume pulp purchase canada last year considering growing availability sustainable material like recycled paper bamboo pgs use virgin forest fiber charmin bounty puff product put unnecessary pressure canadian boreal forest pg widely criticized company use palm oil palm kernel oil supplier fuel deforestation tropical rainforest case extraction resource release carbon stored forest peatland ecosystem atmosphere forest absorb store large amount carbon atmosphere destruction wild space also mean loss one world greatest buffer climate change addition helping fight climate change tree canadian boreal tropical rainforest provide critical habitat threatened specie canada boreal caribou indonesia orangutan furthermore indigenous community spoken impact pgs supplier land two palm oil supplier malaysia import ban united state ongoing human right violation letter environmental organization urged procter gamble shareholder minimize company forest degradation done first opposing reelection angela braly pgs board director braly chaired pgs governance public responsibility committee five year environmental group assert failed effectively respond shareholder proposal passed last year second environmental organization asked pg commit increasing amount forestfree fiber tissue product company must hit threshold using recycled sustainable forestfree alternative fiber reducing emission released supply chain need include plan analyze disclose cut emission land use change including forest sourcing developing enforcing noncompliance protocol irresponsible supplier strengthened grievance mechanism approach must provide way anyone file complaint violation pgs policy company supply chain requiring monitoring verifying supplier respecting right indigenous traditional communitiesthe company need seek receive local free prior informed consent engaging directly impacted community resolve grievance one largest tissue producer palm oil user u pg uniquely positioned set higher corporate responsibility standard amidst current climate crisis nowmore everwe must tackle climate change environmental organization elected official working promote clean renewable energy mitigate global warming corporation eliminate natural climate solution counterproductive also reprehensible hopefully pg rise challenge begin investing future instead flushing
LU0099161993,EssilorLuxottica SA,news,"Corruption and bribery,Management structure",french competition authority fine eyewear maker essilor mln euro paris nov reuters france competition watchdog fined glass maker essilor international million euro million discriminatory business practice year period said tuesday competition authority said essilors action designed hinder development online sale corrective lens parent company essilorluxottica eslxpa open new tab maker raybans also fined million euro
LU0099161993,Novo Nordisk A_S,news,"Corruption and bribery,Management structure",novo nordisk suspended abpi membership novo nordisk suspended member association british pharmaceutical industry abpi two year due serious breach abpi code practice action taken abpi board following extensive investigation appeal process conducted prescription medicine code practice authority pmcpa found novo nordisk breach abpi code practice including clause deal action likely bring discredit reduce confidence pharmaceutical industry specific case available pmcpa website considered case requesting detailed audit novo nordisks compliance process abpi board decided suspend novo nordisk abpi membership eighth occasion past year abpi board issued significant sanction result company continues subject abpi code jurisdiction pmcpa able access wider benefit abpi membership includes removal novo nordisk abpi group including abpi board access abpi information briefing addition board stipulated number additional action demonstrate rapid return industry compliance standard include requiring pmcpa undertake audit novo nordisks compliance late audit report need show clear significant sustained improvement industry standard order abpi board consider allowing novo nordisk resume full engagement abpi end twoyear suspension abpi board reserved right take decision following review either reaudit report abpi board also insisted novo nordisk must submit quarterly update abpi board giving company view progress made improvement plan susan rienow presidentelect abpi said abpi board carefully considered pmcpas case report novo nordisk subsequent audit compliance procedure board expressed significant concern novo nordisks compliance activity serious issue identified result abpi board taken decision suspend novo nordisk abpi membership measure never taken lightly ensure rapid return industry compliance standard set abpi code practice
LU0099161993,Deutsche Boerse AG,news,"Corruption and bribery, Management structure",deutsche boerse fined million insider trading case frankfurt reuters deutsche boerse said accepted combined fine million euro million million frankfurt court insider trading case involving german stock exchange operator former chief executive carsten kengeter court issued fine million euro million euro company alleged breach insider trading ban december making public disclosure announcement january company said late friday added court terminated investigation kengeter person declined provide detail longer company company remains firmly convinced allegation unfounded deutsche boerse said statement late friday however detailed examination weighing relevant aspect deutsche boerse ag concluded termination proceeding basis best interest company added investigation insider trading prompted kengeters purchase deutsche boerse share december two month german company announced talk combine london stock exchange though merger plan eventually fell pressure investigation kengeter stepped october kengeter denied wrongdoing said bought share official executive compensation programme
LU0099161993,Beiersdorf AG,news,"Greenhouse gas emissions, Carbon footprint, Pollution",ngo take legal action company fake climate neutrality claim clean energy wire german ngo specialising environmental litigation launched legal action nivea maker beiersdorf oil major bp shell totalenergies company allegedly misleading consumer regarding climate neutral product company claim constitute fake climate protection conceal continued emission use incomprehensible compensation mechanism environmental action germany duh said advertising promise climate neutrality often consumer deception ngo managing director jrgen resch said added emission compensation payment resembled sale indulgence greenwash entire company product without real climate effect put insanity longer file lawsuit violation necessary resch said ngo also asked drug store chain dm rossmann aviation company green airline sustainable product startup mother nature refrain making certain advertising claim said make fight misleading climate neutral claim new focus market monitoring activity number company claiming climate neutrality product growing rapidly scepticism claim fact company either completely partially conceal provide alleged co compensation refer compensation project usually receive small amount money hardly emission saving duh said verifiable information payment project actual climate impact either available comprehensible consumer ngo said genuine climate protection possible consumer receive honest information climate impact individual product service
LU0099161993,ASML Holding NV,news,Management structure,nikon initiate global legal action asml carl zeiss protect patented semiconductor lithography technology nikon corporation nikon today initiated series legal action netherlands germany japan intended halt infringement intellectual property dutch semiconductor lithography system manufacturer asml holding nv related company asml asmls optical component supplier carl zeiss smt gmbh zeiss basis nikons claim asml zeiss employ nikons patented technology asmls lithography system used globally manufacture semiconductor without nikons permission thereby infringing nikons patent nikon met asml zeiss aim reaching resolution issue effort guided highly experienced mediator failed produce settlement continued unauthorized use nikons patented technology asml zeiss given nikon alternative enforce legal right court law nikon initiated eleven patent infringement case asml district court hague netherlands filing patent infringement case asml tokyo district court japan zeiss mannheim germany company manufacture optical component used asmls immersion lithography system subject suit according asmls publicly reported data sale year ended december approximately billion derived immersion lithography system sale nikon belief system use nikons patented technology complaint seek injunction barring asmls zeisss sale distribution system well damage immersion lithography technology nikon pioneered early become essential fabricating stateoftheart semiconductor used smartphones memory chip countless product today asml nikon company world make sell immersion lithography system substantial sustained investment rd nikon developed advanced lithography technology including immersion lithography technology revolutionized semiconductor industry said kazuo ushida president representative director nikon semiconductor core component electronic device consumer company global economy rely proud role technology played advancing global information society firmly believe asmls unauthorized use nikon patent advanced technology including immersion lithography technology enabled asml expand lithography business respect intellectual property fundamental fair healthy competition essential promoting innovation provide society advanced product service decided commence litigation nikon previously bring legal action asml zeiss relation unauthorized use patented technology previous case united state settled term favorable nikon thirteen year later nikon intends pursue remedy vigorously fullest extent permitted applicable law including injunctive relief stop asml zeiss using nikons intellectual property without authorization well damage background nikonasmlzeiss dispute nikon world leading maker lithography system semiconductor fabrication december nikon filed lawsuit united state accusing asml using technology without authorization nikon developed patented comprehensive settlement reached nikon entered crosslicense agreement asml zeiss agreement older patent licensed permanently patent later filing date licensed limited period december party agreed license agreement sue patent infringement nonassertion period january december accordance crosslicense agreement however nikon allowed seek damage asml zeisss infringement nonassertion period nonassertion period asml introduced product nikon asserting litigation infringe patent since license crosslicense agreement terminated december nikon attempted negotiate asml zeiss reach agreement new license agreement however asml zeiss willing accept term reflecting value nikons patented technology nikon belief asml zeiss continuing use nikons patented technology without authorization nikon initiated new lawsuit enforce patent action netherlands germany japan district court hague netherlands asml assembles lithography system nikon asserting patent asml european patent no mannheim district court germany zeiss manufacture optical component used asmls lithography system nikon asserting two patent zeiss european patent no tokyo district japan nikon headquartered nikon asserting two patent asml japanese patent nikon corporation nikon corporation pioneer optical technology market worldwide since inception today nikon offer wide range product utilizing advanced technology consumer optic digital camera camerarelated product binoculars industrial precision equipment including semiconductor fpd lithography system microscope measuring instrument medical device nikons precision equipment business support electronicsbased society development production semiconductor lithography system produce semiconductor well fpd lithography system manufacturing liquid crystal panel oled panel
LU0099161993,L_Oreal SA,news,"Pollution,Chemical",loreal pfas lawsuit show esg risk marketing less six month loreal found target pfas lawsuit related mascara product latest loreal pfas lawsuit filed new jersey federal court april cosmetic pfas topic saw increased scrutiny scientific community legislature medium predicted early increased attention industry presented significant risk cosmetic industry prediction development made cosmetic industry number two target future pfas lawsuit less three month four industry giant shiseido covergirl loreal burt bee hit lawsuit related cosmetic pfas content company product industry insurer investment company interested consumer good vertical niche interest cosmetic company must pay careful attention cosmetic lawsuit increasing trend lawsuit targeting industry pfas cosmetic foundation june scientific study journal environmental science technology letter published conclusion regarding testing variety cosmetic product united state canada pfas content found pfas present half product day study published pfas cosmetic act introduced senate u senator susan collins rme richard blumenthal dct dianne feinstein dca maggie hassan dnh jeanne shaheen dnh kirsten gillibrand dny angus king ime bill sought ban pfas cosmetic two development led u conclude development prediction cosmetic number two target pfas litigation issue behind water ring true pfas cosmetic concern pfas content cosmetic raise concern human health scientific community due fact pfas capable entering bloodstream way direct oral ingestion one way includes dermal absorption concern also raised regarding absorption pfas bloodstream way tear duct absorption issue one studied fairly extensively various pending scientific study end federal agency toxic substance disease registry atsdr went far recommend citizen southern new hampshire reduce risk pfas exposure avoiding use certain consumer good including cosmetic loreal pfas lawsuit april plaintiff rebecca vega filed lawsuit new jersey federal court seeking proposed class action lawsuit loreal loreal pfas lawsuit alleges company disclose consumer mascara product contain pfas instead lawsuit state product fraudulently misleadingly marketed safe consumer environmentally friendly violation federal state consumer law complaint detail several example loreal marketing indicating safe nature product plaintiff seek certification class action lawsuit injunctive relief damage fee cost jury trial proposed class consumer united state subclass new jersey purchased relevant loreal product beginning cosmetic industry study underway legislation pending target cosmetic increasing medium reporting cosmetic concern human health cosmetic industry target back respect pfas impact industry involvement litigation twelve month ago made prediction personal injury product liability case false advertising failure disclose theory liability prominent allegation cosmetic company likely face cosmetic industry concerned federal state level regulatory enforcement action environmental pollution remediation cost stemming placing pfas waste environment byproduct manufacturing process first part prediction becoming reality four significant cosmetic industry player find embroiled litigation focused false advertising consumer protection violation deceptive statement made marketing esg report lawsuit may well serve test case plaintiff bar determine whether similar lawsuit successful fifty state country cosmetic company face stark possibility needing defend lawsuit involving plaintiff fifty state product contain pfas noted lawsuit would touch marketing advertising esg reporting consumer protection type issue separate product lawsuit could follow take direct aim obtaining damage personal injury plaintiff cosmetic product addition environmental pollution lawsuit could seek damage diminution property value cleanup cost pfas filtration system drinking water cleanup required conclusion utmost importance business along whole supply chain cosmetic industry evaluate pfas risk public health environmental group urge legislator regulate pfas everincreasing pace similarly state level epa enforcement action increasing severalfold rate every year first wave lawsuit take direct aim cosmetic industry company manufacture pfas merely utilized pfas manufacturing process therefore becoming target costly enforcement action rate continue multiply year year lawsuit also filed monthly citizen municipality company increasingly pfas chemical manufacturer cmbg law following judicial legislative administrative scientific development relating pfas information service provide including risk assessment ensure business ready intersection substance found pfas litigation page attorney forefront pfas issue including giving presentation future wave litigation stemming pfas issue information please contact chair pfas toxic tort team john gardella
LU0099161993,Schneider Electric SE,news,"Pollution,Water,Chemical,Management structure",schneider electric fined largestever superfund cleanup penalty schneider electric hit million penalty alleged environmental violation largestever stipulated penalty cleanup superfund site thirdlargest overall epa history epa say schneider electric violated term courtapproved superfund consent decree cleanup rodale manufacturing superfund site located emmaus pennsylvania resulting emission hazardous air pollutant tolerate violation consent decree especially violation result risk public health welfare environment said epa regional administrator shawn garvin announcing penalty part settlement schneider electric neither admitted denied liability alleged violation energy management company attorney provide environmental leader statement unnamed schneider electric spokesperson schneider electric take seriously responsibility remediate rodale manufacturing site worked good faith government continue protect public health environment statement said schneider electric regret matter worked epa pa dep implement several rigorous measure improve oversight rodale schneider electric long proud history environmental stewardship environmental sustainability united state across world set high standard applied lesson matter part commitment continuous improvement remain fully firmly committed community customer stakeholder employee achieving goal global environmental leadership penalty stem pollution rodale manufacturing site added superfund list nation contaminated site began cleanup activity site long history electrical component manufacturing starting rodale manufacturing company continuing subsidiary square company purchased facility schneider purchased square company currently produce electrical distribution equipment including circuit breaker switch infrared measurement device superfund consent decree remove groundwater contamination site requires groundwater pump treat system groundwater monitoring air pollution control prevent emission cleanup operation schneider electric penalty follows series epa investigation forced manufacturer pay clean polluted water air superfund site
LU0099161993,Lonza Group AG,news,"Water, Pollution, Chemical",chemical firm accused polluting drinking water swiss chemical company lonza accused violating federal water protection act negligence role contaminating drinking water according public prosecutor office canton valais lonzaexternal link allowed carcinogenic solvent pollute water visp year failed anything indictment filed district court visp prosecution say lonza repeatedly let dangerous substance flow near water state lonzas chemical factory visp contaminated drinking water dioxane dioxane solvent used make product like paint varnish detergent cosmetic insecticide herbicide high level possibly low one cause cancer human pet contamination unearthed groundwater monitoring lonza company area us large quantity solvent point public prosecutor lonza insists neither violated federal act protection watersexternal link endangered population environment point pollution discovered specific limit chemical level drinking water groundwater industrial wastewater public prosecutor also criticises canton valais simply reacting known case pollution rather trying prevent queried swiss news agency local authority said drinking water never affected two private well contaminated dioxane closed temporarily
